120434,1,13789274262,Rama News Agency,Bijnor,MRT-26040011,27400,AU_Receipt_Info,,11,N,Y,Y,Y,HDFC Bank C/A MRT-380000025,New HDFC Bank C/A MRT,MRT-26040011,,MRT/2026-27/100011,,,,,S,-; SUCCESS; COMPOSITE RECEIPT NO. : C93,,1,28/04/2026,2733,28/04/2026,payment received ,,From CIO DATE,,28/04/2026,,12140,New HDFC Bank C/A MRT,HDFC Bank C/A MRT-380000025,RCR,,,,N,,93,,72136,,9018
120442,1,5.94289E+12,Shadiq News Agency,Noorpur,MRT-26040012,31550,AU_Receipt_Info,,11,N,Y,Y,Y,HDFC Bank C/A MRT-380000025,New HDFC Bank C/A MRT,MRT-26040012,,MRT/2026-27/100012,,,,,S,-SUCCESS; COMPOSITE RECEIPT NO. : C93,,1,28/04/2026,2733,28/04/2026,payment received ,,From CIO DATE,,28/04/2026,,12140,New HDFC Bank C/A MRT,HDFC Bank C/A MRT-380000025,RCR,,,,N,,93,,72136,,70242
